Entity,Code,Year,GDP per capita,814479-annotations
Cyprus,CYP,1995,11232,
Cyprus,CYP,2000,12769,
Cyprus,CYP,2005,14287,
Cyprus,CYP,2010,14405,
Cyprus,CYP,2015,12895,
Cyprus,CYP,2020,14599.68,
Czechia,CZE,1870,1163.9586,
Czechia,CZE,1880,1296,
Czechia,CZE,1890,1505.0209,
Czechia,CZE,1900,1729.0397,
Czechia,CZE,1913,2095.5413,
Czechia,CZE,1925,2605.9814,
Czechia,CZE,1929,3042.3738,
Czechia,CZE,1933,2551.7983,
Czechia,CZE,1938,2881.5342,
Czechia,CZE,1950,3500.6372,
Czechia,CZE,1955,3921.8862,
Czechia,CZE,1960,5108.3184,
Czechia,CZE,1965,5532.701,
Czechia,CZE,1970,6466.34,
Czechia,CZE,1975,7399.3286,
Czechia,CZE,1980,7982.016,
Czechia,CZE,1985,8367.152,
Czechia,CZE,1990,8895.278,
Czechia,CZE,1995,8566,
Czechia,CZE,2000,9423,
Czechia,CZE,2005,11473,
Czechia,CZE,2010,12612,
Czechia,CZE,2015,13544,
Czechia,CZE,2020,14421.328,
Democratic Republic of Congo,COD,1870,300,
Democratic Republic of Congo,COD,1880,300,
Democratic Republic of Congo,COD,1890,400,
Democratic Republic of Congo,COD,1900,413.7148,
Democratic Republic of Congo,COD,1913,393.9522,
Democratic Republic of Congo,COD,1925,394.18704,
Democratic Republic of Congo,COD,1929,411.29703,
Democratic Republic of Congo,COD,1933,392.8574,
Democratic Republic of Congo,COD,1938,489.4895,
Democratic Republic of Congo,COD,1950,569.74207,
Democratic Republic of Congo,COD,1955,733.6436,
Democratic Republic of Congo,COD,1960,747.91486,
Democratic Republic of Congo,COD,1965,737.9939,
Democratic Republic of Congo,COD,1970,768.4215,
Democratic Republic of Congo,COD,1975,760.6311,
Democratic Republic of Congo,COD,1980,598.2036,
Democratic Republic of Congo,COD,1985,570.10724,
Democratic Republic of Congo,COD,1990,510.19968,
Democratic Republic of Congo,COD,1995,300,
Democratic Republic of Congo,COD,2000,300,
Democratic Republic of Congo,COD,2005,300,
Democratic Republic of Congo,COD,2010,300,
Democratic Republic of Congo,COD,2015,303,
Democratic Republic of Congo,COD,2020,307.89322,
Denmark,DNK,1870,2003,
Denmark,DNK,1880,2181,
Denmark,DNK,1890,2523,
Denmark,DNK,1900,3017,
Denmark,DNK,1913,3912,
Denmark,DNK,1925,4378,
Denmark,DNK,1929,5074.9053,
Denmark,DNK,1933,5291.176,
Denmark,DNK,1938,5762.3906,
Denmark,DNK,1950,6943.1045,
Denmark,DNK,1955,7395.3594,
Denmark,DNK,1960,8811.831,
Denmark,DNK,1965,10953.321,
Denmark,DNK,1970,12685.552,
Denmark,DNK,1975,13621.125,
Denmark,DNK,1980,15227.325,
Denmark,DNK,1985,17384.117,
Denmark,DNK,1990,18452.412,
Denmark,DNK,1995,20338,
Denmark,DNK,2000,23123,
Denmark,DNK,2005,24341,
Denmark,DNK,2010,24030,
Denmark,DNK,2015,24841,
Denmark,DNK,2020,26215.787,
Dominican Republic,DOM,1950,1070.9927,
Dominican Republic,DOM,1955,1229.8015,
Dominican Republic,DOM,1960,1304.3893,
Dominican Republic,DOM,1965,1258.9225,
Dominican Republic,DOM,1970,1559.0781,
Dominican Republic,DOM,1975,2097.4817,
Dominican Republic,DOM,1980,2403.3232,
Dominican Republic,DOM,1985,2373.2908,
Dominican Republic,DOM,1990,2471.1282,
Dominican Republic,DOM,1995,2903.5112,
Dominican Republic,DOM,2000,3736.1177,
Dominican Republic,DOM,2005,4118.153,
Dominican Republic,DOM,2010,5206.5967,
Dominican Republic,DOM,2015,6258.403,
Dominican Republic,DOM,2020,6942.146,
East Asia (AHDI),,1870,548.8787,
East Asia (AHDI),,1880,639.4383,
East Asia (AHDI),,1890,670.8897,
East Asia (AHDI),,1900,737.56195,
East Asia (AHDI),,1913,830.0775,
East Asia (AHDI),,1925,963.8085,
East Asia (AHDI),,1929,1057.6825,
East Asia (AHDI),,1933,1007.13696,
East Asia (AHDI),,1938,1102.7004,
East Asia (AHDI),,1950,823.01385,
East Asia (AHDI),,1955,984.96576,
East Asia (AHDI),,1960,1075.6387,
East Asia (AHDI),,1965,1196.162,
East Asia (AHDI),,1970,1440.4849,
East Asia (AHDI),,1975,1787.1897,
East Asia (AHDI),,1980,2301.2122,
East Asia (AHDI),,1985,2616.8376,
East Asia (AHDI),,1990,3462.8953,
East Asia (AHDI),,1995,4571.4673,
East Asia (AHDI),,2000,5042.6763,
East Asia (AHDI),,2005,6051.006,
East Asia (AHDI),,2010,7282.4478,
East Asia (AHDI),,2015,8502.287,
East Asia (AHDI),,2020,9380.401,
Eastern Europe (AHDI),,1870,953.5355,
Eastern Europe (AHDI),,1880,1122.8901,
Eastern Europe (AHDI),,1890,1291.7438,
Eastern Europe (AHDI),,1900,1491.9674,
Eastern Europe (AHDI),,1913,1680.5338,
Eastern Europe (AHDI),,1925,1801.9017,
Eastern Europe (AHDI),,1929,1927.2832,
Eastern Europe (AHDI),,1933,1636.2943,
Eastern Europe (AHDI),,1938,1960.8137,
Eastern Europe (AHDI),,1950,2088.3755,
Eastern Europe (AHDI),,1955,2478.58,
Eastern Europe (AHDI),,1960,3055.4077,
Eastern Europe (AHDI),,1965,3672.3877,
Eastern Europe (AHDI),,1970,4345.5796,
Eastern Europe (AHDI),,1975,5402.6587,
Eastern Europe (AHDI),,1980,5969.99,
Eastern Europe (AHDI),,1985,6229.7393,
Eastern Europe (AHDI),,1990,6011.0366,
Eastern Europe (AHDI),,1995,4529.6797,
Eastern Europe (AHDI),,2000,5214.146,
Eastern Europe (AHDI),,2005,6861.937,
Eastern Europe (AHDI),,2010,8091.3657,
Eastern Europe (AHDI),,2015,8890.988,
Eastern Europe (AHDI),,2020,10092.055,
Ecuador,ECU,1870,413.7258,
Ecuador,ECU,1880,413.7258,
Ecuador,ECU,1890,485.71582,
Ecuador,ECU,1900,597.60394,
Ecuador,ECU,1913,819.64545,
Ecuador,ECU,1925,960.15607,
Ecuador,ECU,1929,1059.9012,
Ecuador,ECU,1933,1028.6768,
Ecuador,ECU,1938,1059.9012,
Ecuador,ECU,1950,1615.8724,
Ecuador,ECU,1955,1911.5577,
Ecuador,ECU,1960,2026.0103,
Ecuador,ECU,1965,2184.0679,
Ecuador,ECU,1970,2334.8926,
Ecuador,ECU,1975,3456.1711,
Ecuador,ECU,1980,4108.5747,
Ecuador,ECU,1985,3994.8538,
Ecuador,ECU,1990,3902.5837,
Ecuador,ECU,1995,4035.3262,
Ecuador,ECU,2000,3858.4863,
Ecuador,ECU,2005,4495.7603,
Ecuador,ECU,2010,4884.646,
Ecuador,ECU,2015,5628.5186,
Ecuador,ECU,2020,4885.056,
Egypt,EGY,1870,748.6315,
Egypt,EGY,1880,768.5438,
Egypt,EGY,1890,829.7042,
Egypt,EGY,1900,841.2439,
Egypt,EGY,1913,1040.8806,
Egypt,EGY,1925,1005.1076,
Egypt,EGY,1929,1007.4155,
Egypt,EGY,1933,1024.7251,
Egypt,EGY,1938,1052.3049,
Egypt,EGY,1950,1050,
Egypt,EGY,1955,1020.6096,
Egypt,EGY,1960,1143.9867,
Egypt,EGY,1965,1213.41,
Egypt,EGY,1970,1254.1046,
Egypt,EGY,1975,1420.7831,
Egypt,EGY,1980,2069.29,
Egypt,EGY,1985,2470.8833,
Egypt,EGY,1990,2522.7925,
Egypt,EGY,1995,2776,
Egypt,EGY,2000,3238,
Egypt,EGY,2005,3486,
Egypt,EGY,2010,4121,
Egypt,EGY,2015,4186,
Egypt,EGY,2020,4732.8906,
El Salvador,SLV,1913,1052.2802,
El Salvador,SLV,1925,1035.3625,
El Salvador,SLV,1929,1165.2268,
El Salvador,SLV,1933,1034.808,
El Salvador,SLV,1938,1096.903,
El Salvador,SLV,1950,1739.4552,
El Salvador,SLV,1955,1899.139,
El Salvador,SLV,1960,2015.4083,
El Salvador,SLV,1965,2402.1365,
El Salvador,SLV,1970,2499.533,
El Salvador,SLV,1975,2735.0193,
El Salvador,SLV,1980,2454.102,
El Salvador,SLV,1985,2049.8704,
El Salvador,SLV,1990,2118.6755,
El Salvador,SLV,1995,2680.688,
El Salvador,SLV,2000,2985.2864,
El Salvador,SLV,2005,3262.071,
El Salvador,SLV,2010,3430.463,
El Salvador,SLV,2015,3699.6086,
El Salvador,SLV,2020,3626.6008,
Equatorial Guinea,GNQ,1950,500,
Equatorial Guinea,GNQ,1955,574,
Equatorial Guinea,GNQ,1960,691,
Equatorial Guinea,GNQ,1965,1191,
Equatorial Guinea,GNQ,1970,1213,
Equatorial Guinea,GNQ,1975,1932,
Equatorial Guinea,GNQ,1980,1639,
Equatorial Guinea,GNQ,1985,1670,
Equatorial Guinea,GNQ,1990,1552.1423,
Equatorial Guinea,GNQ,1995,2055,
Equatorial Guinea,GNQ,2000,7679,
Equatorial Guinea,GNQ,2005,20590,
Equatorial Guinea,GNQ,2010,23690,
Equatorial Guinea,GNQ,2015,21200,
Equatorial Guinea,GNQ,2020,12889.728,
Eritrea,ERI,1950,390.07455,
Eritrea,ERI,1955,422.10526,
Eritrea,ERI,1960,440.03815,
Eritrea,ERI,1965,547.19086,
Eritrea,ERI,1970,594.74756,
Eritrea,ERI,1975,609.66724,
Eritrea,ERI,1980,648.1705,
Eritrea,ERI,1985,551.5629,
Eritrea,ERI,1990,574.2275,
Eritrea,ERI,1995,754.8409,
Eritrea,ERI,2000,788.68933,
Eritrea,ERI,2005,733.60547,
Eritrea,ERI,2010,703.3221,
Eritrea,ERI,2015,993.646,
Eritrea,ERI,2020,1093.3652,
Estonia,EST,1980,9437.729,
Estonia,EST,1985,10377.214,
Estonia,EST,1990,10819.959,
Estonia,EST,1995,8760,
Estonia,EST,2000,12390,
Estonia,EST,2005,17995,
Estonia,EST,2010,17942,
Estonia,EST,2015,21562,
Estonia,EST,2020,24492.404,
Eswatini,SWZ,1870,300,
Eswatini,SWZ,1880,300,
Eswatini,SWZ,1890,300,
Eswatini,SWZ,1900,300,
Eswatini,SWZ,1913,300.375,
Eswatini,SWZ,1925,311.4736,
Eswatini,SWZ,1929,330.1821,
Eswatini,SWZ,1933,309.5108,
Eswatini,SWZ,1938,356.5617,
Eswatini,SWZ,1950,379,
Eswatini,SWZ,1955,416,
Eswatini,SWZ,1960,491,
Eswatini,SWZ,1965,828,
Eswatini,SWZ,1970,1069,
Eswatini,SWZ,1975,1792,
Eswatini,SWZ,1980,1848,
Eswatini,SWZ,1985,1764,
Eswatini,SWZ,1990,2435,
Eswatini,SWZ,1995,2487,
Eswatini,SWZ,2000,2511,
Eswatini,SWZ,2005,2722,
Eswatini,SWZ,2010,3017,
Eswatini,SWZ,2015,3276,
Eswatini,SWZ,2020,3314.2283,
Ethiopia,ETH,1870,300,
Ethiopia,ETH,1880,300,
Ethiopia,ETH,1890,369.40366,
Ethiopia,ETH,1900,383.21182,
Ethiopia,ETH,1913,436.2099,
Ethiopia,ETH,1925,413.28928,
Ethiopia,ETH,1929,410.19107,
Ethiopia,ETH,1933,405.48267,
Ethiopia,ETH,1938,436.96088,
Ethiopia,ETH,1950,390.07455,
Ethiopia,ETH,1955,422.10526,
Ethiopia,ETH,1960,440.03815,
Ethiopia,ETH,1965,547.19086,
Ethiopia,ETH,1970,594.74756,
Ethiopia,ETH,1975,609.66724,
Ethiopia,ETH,1980,648.1705,
Ethiopia,ETH,1985,551.5629,
Ethiopia,ETH,1990,574.2275,
Ethiopia,ETH,1995,487,
Ethiopia,ETH,2000,527,
Ethiopia,ETH,2005,591,
Ethiopia,ETH,2010,823,
Ethiopia,ETH,2015,1165,
Ethiopia,ETH,2020,1504.0758,
Finland,FIN,1870,1140,
Finland,FIN,1880,1155,
Finland,FIN,1890,1381,
Finland,FIN,1900,1668,
Finland,FIN,1913,2111,
Finland,FIN,1925,2328,
Finland,FIN,1929,2717,
Finland,FIN,1933,2702,
Finland,FIN,1938,3589.4436,
Finland,FIN,1950,4253.2866,
Finland,FIN,1955,5196.817,
Finland,FIN,1960,6230.3594,
Finland,FIN,1965,7669.6,
Finland,FIN,1970,9576.869,
Finland,FIN,1975,11441.303,
Finland,FIN,1980,12948.958,
Finland,FIN,1985,14522.0625,
Finland,FIN,1990,16866.371,
Finland,FIN,1995,16102,
Finland,FIN,2000,20357,
Finland,FIN,2005,22824,
Finland,FIN,2010,23251,
Finland,FIN,2015,22753,
Finland,FIN,2020,23926.592,
France,FRA,1870,1741.5869,
France,FRA,1880,1985.0034,
France,FRA,1890,2240.0112,
France,FRA,1900,2750.0266,
France,FRA,1913,3352.7722,
France,FRA,1925,4045.35,
France,FRA,1929,4639.4023,
France,FRA,1933,4164.1606,
France,FRA,1938,4378.5986,
France,FRA,1950,5185.8506,
France,FRA,1955,6198.7876,
France,FRA,1960,7397.583,
France,FRA,1965,9165.415,
France,FRA,1970,11410.089,
France,FRA,1975,12957.205,
France,FRA,1980,14766.158,
France,FRA,1985,15530.2705,
France,FRA,1990,17647.006,
France,FRA,1995,18261.96,
France,FRA,2000,20391.877,
France,FRA,2005,21450,
France,FRA,2010,21477.477,
France,FRA,2015,22071.549,
France,FRA,2020,21422.39,
Gabon,GAB,1870,1350.3043,
Gabon,GAB,1880,1268.7086,
Gabon,GAB,1890,1305.4592,
Gabon,GAB,1900,1374.1333,
Gabon,GAB,1913,1356.7034,
Gabon,GAB,1925,1285.9156,
Gabon,GAB,1929,1270.0128,
Gabon,GAB,1933,1307.6433,
Gabon,GAB,1938,1363.7957,
Gabon,GAB,1950,1856,
Gabon,GAB,1955,2156,
Gabon,GAB,1960,2498,
Gabon,GAB,1965,2902,
Gabon,GAB,1970,3505,
Gabon,GAB,1975,6264,
Gabon,GAB,1980,5271,
Gabon,GAB,1985,5101,
Gabon,GAB,1990,4797,
Gabon,GAB,1995,4907,
Gabon,GAB,2000,4222,
Gabon,GAB,2005,3926,
Gabon,GAB,2010,3748,
Gabon,GAB,2015,4410,
Gabon,GAB,2020,4071.874,
Gambia,GMB,1870,441.63834,
Gambia,GMB,1880,456.2392,
Gambia,GMB,1890,481.57562,
Gambia,GMB,1900,516.04333,
Gambia,GMB,1913,875.08673,
Gambia,GMB,1925,694.261,
Gambia,GMB,1929,583.11255,
Gambia,GMB,1933,493.33188,
Gambia,GMB,1938,504.91162,
Gambia,GMB,1950,616,
Gambia,GMB,1955,674,
Gambia,GMB,1960,732,
Gambia,GMB,1965,858,
Gambia,GMB,1970,892,
Gambia,GMB,1975,939,
Gambia,GMB,1980,831,
Gambia,GMB,1985,910,
Gambia,GMB,1990,877.5303,
Gambia,GMB,1995,796,
Gambia,GMB,2000,839,
Gambia,GMB,2005,865,
Gambia,GMB,2010,958,
Gambia,GMB,2015,958,
Gambia,GMB,2020,1004.43475,
Georgia,GEO,1980,6599.4116,
Georgia,GEO,1985,8700.432,
Georgia,GEO,1990,7615.817,
Georgia,GEO,1995,2319,
Georgia,GEO,2000,3216,
Georgia,GEO,2005,4610,
Georgia,GEO,2010,5817,
Georgia,GEO,2015,7339,
Georgia,GEO,2020,8131.5137,
Germany,DEU,1870,1839.0795,
Germany,DEU,1880,1991.4065,
Germany,DEU,1890,2427.8086,
Germany,DEU,1900,2984.7593,
Germany,DEU,1913,3648.0063,
Germany,DEU,1925,3531.6785,
Germany,DEU,1929,4051.4065,
Germany,DEU,1933,3555.7878,
Germany,DEU,1938,4993.5967,
Germany,DEU,1950,3880.8872,
Germany,DEU,1955,5796.972,
Germany,DEU,1960,7705.2334,
Germany,DEU,1965,9185.7295,
Germany,DEU,1970,10839.1455,
Germany,DEU,1975,12040.607,
Germany,DEU,1980,14114.03,
Germany,DEU,1985,15139.762,
Germany,DEU,1990,15928.845,
Germany,DEU,1995,17298.818,
Germany,DEU,2000,18943.516,
Germany,DEU,2005,19417.057,
Germany,DEU,2010,20661.445,
Germany,DEU,2015,22079.568,
Germany,DEU,2020,22193.55,
Ghana,GHA,1870,473.6388,
Ghana,GHA,1880,489.2976,
Ghana,GHA,1890,516.46985,
Ghana,GHA,1900,553.43506,
Ghana,GHA,1913,938.4942,
Ghana,GHA,1925,896.19073,
Ghana,GHA,1929,958.75604,
Ghana,GHA,1933,740.367,
Ghana,GHA,1938,942.49347,
Ghana,GHA,1950,1121.7936,
Ghana,GHA,1955,1199.6112,
Ghana,GHA,1960,1378.42,
Ghana,GHA,1965,1392.6227,
Ghana,GHA,1970,1423.973,
Ghana,GHA,1975,1246.928,
Ghana,GHA,1980,1157.0663,
Ghana,GHA,1985,978.43024,
Ghana,GHA,1990,1062.165,
Ghana,GHA,1995,1169,
Ghana,GHA,2000,1327,
Ghana,GHA,2005,1529,
Ghana,GHA,2010,1874,
Ghana,GHA,2015,2426,
Ghana,GHA,2020,2763.15,
Greece,GRC,1870,997.13434,
Greece,GRC,1880,1215.6403,
Greece,GRC,1890,1380.4844,
Greece,GRC,1900,1350.9185,
Greece,GRC,1913,1480.2397,
Greece,GRC,1925,1955.4235,
Greece,GRC,1929,2112.7432,
Greece,GRC,1933,2244.033,
Greece,GRC,1938,2676.8164,
Greece,GRC,1950,1915.0074,
Greece,GRC,1955,2513.578,
Greece,GRC,1960,3145.6377,
Greece,GRC,1965,4508.9473,
Greece,GRC,1970,6210.6455,
Greece,GRC,1975,7721.514,
Greece,GRC,1980,8971.217,
Greece,GRC,1985,9315.695,
Greece,GRC,1990,10015.397,
Greece,GRC,1995,10287,
Greece,GRC,2000,12026,
Greece,GRC,2005,14311,
Greece,GRC,2010,13908,
Greece,GRC,2015,11666,
Greece,GRC,2020,11175.685,
Guatemala,GTM,1913,1391.0627,
Guatemala,GTM,1925,1442.3198,
Guatemala,GTM,1929,1565.9905,
Guatemala,GTM,1933,1203.4441,
Guatemala,GTM,1938,1974.4896,
Guatemala,GTM,1950,1955.0184,
Guatemala,GTM,1955,1903.7311,
Guatemala,GTM,1960,2157.9924,
Guatemala,GTM,1965,2436.597,
Guatemala,GTM,1970,2817.1155,
Guatemala,GTM,1975,3229.139,
Guatemala,GTM,1980,3772.38,
Guatemala,GTM,1985,3150.7642,
Guatemala,GTM,1990,3240.0178,
Guatemala,GTM,1995,3527.2014,
Guatemala,GTM,2000,3794.577,
Guatemala,GTM,2005,3899.5664,
Guatemala,GTM,2010,4177.523,
Guatemala,GTM,2015,4543.5723,
Guatemala,GTM,2020,4693.2207,
Guinea,GIN,1870,300,
Guinea,GIN,1880,300,
Guinea,GIN,1890,300,
Guinea,GIN,1900,300,
Guinea,GIN,1913,300,
Guinea,GIN,1925,300,
Guinea,GIN,1929,300,
Guinea,GIN,1933,300,
Guinea,GIN,1938,300,
Guinea,GIN,1950,326,
Guinea,GIN,1955,375,
Guinea,GIN,1960,421,
Guinea,GIN,1965,474,
Guinea,GIN,1970,499,
Guinea,GIN,1975,536,
Guinea,GIN,1980,547,
Guinea,GIN,1985,515,
Guinea,GIN,1990,540.00586,
Guinea,GIN,1995,532,
Guinea,GIN,2000,575,
Guinea,GIN,2005,610,
Guinea,GIN,2010,621,
Guinea,GIN,2015,647,
Guinea,GIN,2020,809.21,
Guinea-Bissau,GNB,1870,300,
Guinea-Bissau,GNB,1880,300,
Guinea-Bissau,GNB,1890,300,
Guinea-Bissau,GNB,1900,300,
Guinea-Bissau,GNB,1913,300,
Guinea-Bissau,GNB,1925,300,
Guinea-Bissau,GNB,1929,300,
Guinea-Bissau,GNB,1933,300,
Guinea-Bissau,GNB,1938,300,
Guinea-Bissau,GNB,1950,300,
Guinea-Bissau,GNB,1955,390,
Guinea-Bissau,GNB,1960,502,
Guinea-Bissau,GNB,1965,688,
Guinea-Bissau,GNB,1970,875,
Guinea-Bissau,GNB,1975,928,
Guinea-Bissau,GNB,1980,757,
Guinea-Bissau,GNB,1985,743,
Guinea-Bissau,GNB,1990,797.1976,
Guinea-Bissau,GNB,1995,808,
Guinea-Bissau,GNB,2000,746,
Guinea-Bissau,GNB,2005,731,
Guinea-Bissau,GNB,2010,778,
Guinea-Bissau,GNB,2015,813,
Guinea-Bissau,GNB,2020,834.40936,
Guyana,GUY,1950,1079.4392,
Guyana,GUY,1955,1309.331,
Guyana,GUY,1960,1600.2239,
Guyana,GUY,1965,1612.0076,
Guyana,GUY,1970,1812.3302,
Guyana,GUY,1975,2192.011,
Guyana,GUY,1980,2071.8853,
Guyana,GUY,1985,1744.1677,
Guyana,GUY,1990,1561.9946,
Guyana,GUY,1995,2180.5515,
Guyana,GUY,2000,2459.1152,
Guyana,GUY,2005,2500.187,
Guyana,GUY,2010,3048.6829,
Guyana,GUY,2015,3730.2761,
Guyana,GUY,2020,6187.423,
Haiti,HTI,1950,1125.7286,
Haiti,HTI,1955,1110.1384,
Haiti,HTI,1960,1108.6423,
Haiti,HTI,1965,1035.803,
Haiti,HTI,1970,985.78143,
Haiti,HTI,1975,1088.1725,
Haiti,HTI,1980,1356.8224,
Haiti,HTI,1985,1152.9985,
Haiti,HTI,1990,1005.40625,
Haiti,HTI,1995,805.82544,
Haiti,HTI,2000,834.62463,
Haiti,HTI,2005,749.4439,
Haiti,HTI,2010,719.5917,
Haiti,HTI,2015,790.474,
Haiti,HTI,2020,747.6425,
Honduras,HND,1913,1224.4463,
Honduras,HND,1925,1366.9504,
Honduras,HND,1929,1539.1642,
Honduras,HND,1933,1298.6519,
Honduras,HND,1938,1137.951,
Honduras,HND,1950,1352.809,
Honduras,HND,1955,1315.4818,
Honduras,HND,1960,1358.7166,
Honduras,HND,1965,1507.7136,
Honduras,HND,1970,1572.9735,
Honduras,HND,1975,1630.5306,
Honduras,HND,1980,1970.8964,
Honduras,HND,1985,1841.3358,
Honduras,HND,1990,1856.7397,
Honduras,HND,1995,1937.8679,
Honduras,HND,2000,2014.961,
Honduras,HND,2005,2295.2034,
Honduras,HND,2010,2512.211,
Honduras,HND,2015,2771.3037,
Honduras,HND,2020,2695.2305,
Hong Kong,HKG,1870,788,
Hong Kong,HKG,1880,911.0068,
Hong Kong,HKG,1890,1053.2148,
Hong Kong,HKG,1900,1217.6217,
Hong Kong,HKG,1913,1477,
Hong Kong,HKG,1925,1763.3256,
Hong Kong,HKG,1929,1870.6097,
Hong Kong,HKG,1933,1984.4211,
Hong Kong,HKG,1938,2136.472,
Hong Kong,HKG,1950,2561,
Hong Kong,HKG,1955,2685,
Hong Kong,HKG,1960,3192,
Hong Kong,HKG,1965,4651,
Hong Kong,HKG,1970,5803,
Hong Kong,HKG,1975,7187,
Hong Kong,HKG,1980,10719,
Hong Kong,HKG,1985,13101,
Hong Kong,HKG,1990,17540.562,
Hong Kong,HKG,1995,20834,
Hong Kong,HKG,2000,22306,
Hong Kong,HKG,2005,26926,
Hong Kong,HKG,2010,31643,
Hong Kong,HKG,2015,35293,
Hong Kong,HKG,2020,34492.92,
Hungary,HUN,1870,1191.8253,
Hungary,HUN,1880,1363.7822,
Hungary,HUN,1890,1600.4277,
Hungary,HUN,1900,1784.6672,
Hungary,HUN,1913,2097.8745,
Hungary,HUN,1925,2279.1223,
Hungary,HUN,1929,2475.8193,
Hungary,HUN,1933,2373.785,
Hungary,HUN,1938,2655.4006,
Hungary,HUN,1950,2479.9583,
Hungary,HUN,1955,3070.1694,
Hungary,HUN,1960,3649.1016,
Hungary,HUN,1965,4409.5283,
Hungary,HUN,1970,5027.9155,
Hungary,HUN,1975,5804.7656,
Hungary,HUN,1980,6306.455,
Hungary,HUN,1985,6556.5615,
Hungary,HUN,1990,6458.811,
Hungary,HUN,1995,5749,
Hungary,HUN,2000,6734,
Hungary,HUN,2005,8413,
Hungary,HUN,2010,8402,
Hungary,HUN,2015,9365,
Hungary,HUN,2020,10601.823,
Iceland,ISL,1950,5330.9824,
Iceland,ISL,1955,6333.679,
Iceland,ISL,1960,6874.7866,
Iceland,ISL,1965,8846.105,
Iceland,ISL,1970,9304.08,
Iceland,ISL,1975,11879.045,
Iceland,ISL,1980,15388.257,
Iceland,ISL,1985,16304.686,
Iceland,ISL,1990,18043.412,
Iceland,ISL,1995,17417,
Iceland,ISL,2000,21582,
Iceland,ISL,2005,25173,
Iceland,ISL,2010,24568,
Iceland,ISL,2015,27011,
Iceland,ISL,2020,27131.568,
India,IND,1870,533.1304,
India,IND,1880,551,
India,IND,1890,584.1409,
India,IND,1900,599.1775,
India,IND,1913,672.5123,
India,IND,1925,698.2651,
India,IND,1929,727.7364,
India,IND,1933,699.83746,
India,IND,1938,668.3728,
India,IND,1950,619.0028,
India,IND,1955,675.64124,
India,IND,1960,753.24884,
India,IND,1965,770.7505,
India,IND,1970,867.9926,
India,IND,1975,897.33606,
India,IND,1980,938.44183,
India,IND,1985,1078.6013,
India,IND,1990,1308.8201,
India,IND,1995,1543,
India,IND,2000,1882,
India,IND,2005,2424,
India,IND,2010,3372,
India,IND,2015,4353,
India,IND,2020,4928.329,
Indonesia,IDN,1870,508,
Indonesia,IDN,1880,653,
Indonesia,IDN,1890,646,
Indonesia,IDN,1900,722,
Indonesia,IDN,1913,854,
Indonesia,IDN,1925,939,
Indonesia,IDN,1929,1068,
Indonesia,IDN,1933,922,
Indonesia,IDN,1938,1038,
Indonesia,IDN,1950,803.25354,
Indonesia,IDN,1955,964.00726,
Indonesia,IDN,1960,1011.6851,
Indonesia,IDN,1965,982.59534,
Indonesia,IDN,1970,1181.3029,
Indonesia,IDN,1975,1496.5392,
Indonesia,IDN,1980,1869.9918,
Indonesia,IDN,1985,1971.5311,
Indonesia,IDN,1990,2514.457,
Indonesia,IDN,1995,3369,
Indonesia,IDN,2000,3226,
Indonesia,IDN,2005,3796,
Indonesia,IDN,2010,4800,
Indonesia,IDN,2015,5972,
Indonesia,IDN,2020,6734.569,
Iran,IRN,1870,600,
Iran,IRN,1880,641.372,
Iran,IRN,1890,685.5968,
Iran,IRN,1900,732.871,
Iran,IRN,1913,800,
Iran,IRN,1925,1022.7665,
Iran,IRN,1929,1110.04,
Iran,IRN,1933,1204.7607,
Iran,IRN,1938,1334.6073,
Iran,IRN,1950,1719.6106,
Iran,IRN,1955,1504.3627,
Iran,IRN,1960,2156.4824,
Iran,IRN,1965,2753.1467,
Iran,IRN,1970,4188.821,
Iran,IRN,1975,5882.512,
Iran,IRN,1980,3973.5156,
Iran,IRN,1985,4298.8623,
Iran,IRN,1990,3526.0896,
Iran,IRN,1995,3897,
Iran,IRN,2000,4380,
Iran,IRN,2005,5523,
Iran,IRN,2010,6548,
Iran,IRN,2015,5838,
Iran,IRN,2020,5986.587,
Iraq,IRQ,1870,600,
Iraq,IRQ,1880,641.372,
Iraq,IRQ,1890,685.5968,
Iraq,IRQ,1900,732.871,
Iraq,IRQ,1913,800,
Iraq,IRQ,1925,949.8762,
Iraq,IRQ,1929,1005.8334,
Iraq,IRQ,1933,1065.0869,
Iraq,IRQ,1938,1144.0864,
Iraq,IRQ,1950,1363.6063,
Iraq,IRQ,1955,2298.3635,
Iraq,IRQ,1960,2735.0208,
Iraq,IRQ,1965,3287.803,
Iraq,IRQ,1970,3472.7063,
Iraq,IRQ,1975,4315.305,
Iraq,IRQ,1980,6377.488,
Iraq,IRQ,1985,3932.3953,
Iraq,IRQ,1990,2458.4358,
Iraq,IRQ,1995,881,
Iraq,IRQ,2000,1132,
Iraq,IRQ,2005,1405,
Iraq,IRQ,2010,1576,
Iraq,IRQ,2015,1860,
Iraq,IRQ,2020,1764.7313,
Ireland,IRL,1870,1775.0508,
Ireland,IRL,1880,1933.5706,
Ireland,IRL,1890,2229.0947,
Ireland,IRL,1900,2497.6821,
Ireland,IRL,1913,2736.079,
Ireland,IRL,1925,2572.8643,
Ireland,IRL,1929,2823.97,
Ireland,IRL,1933,2800.135,
Ireland,IRL,1938,3052.4346,
Ireland,IRL,1950,3452.8984,
Ireland,IRL,1955,3920.2603,
Ireland,IRL,1960,4282.133,
Ireland,IRL,1965,5051.4604,
